,Match Number,Stadium,Date,Time,Home Team,Away Team,Innings,Batting Team,Over,Runs,Bowler,Batsmen,Commentary,Result
2332,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,11.5,0,T Natarajan , K L Rahul,"Good length ball, pitching outside off stump, K L Rahul plays an aggressive cover drive on the front foot, straight to the fielder",Lucknow Super Giants Won by 5 Wickets
2333,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,11.4,1,T Natarajan , Krunal Pandya,"Yorker ball, pitching on off stump, Krunal Pandya glides it for a single",Lucknow Super Giants Won by 5 Wickets
2334,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,11.3,1,T Natarajan , K L Rahul,"Good length ball, pitching outside off stump, K L Rahul plays an aggressive off drive on the front foot for a single",Lucknow Super Giants Won by 5 Wickets
2335,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,11.2,2,T Natarajan , K L Rahul,"Good length ball, pitching outside off stump, K L Rahul plays an aggressive cover drive on the front foot for 2 runs",Lucknow Super Giants Won by 5 Wickets
2336,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,11.1,1,T Natarajan , Krunal Pandya,"Good length ball, pitching outside off stump, Krunal Pandya plays an aggressive cover drive on the front foot for a single",Lucknow Super Giants Won by 5 Wickets
2337,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,10.6,1,Umran Malik , Krunal Pandya,"Good length ball, pitching outside off stump, Krunal Pandya plays a defensive forward push for a single",Lucknow Super Giants Won by 5 Wickets
2338,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,10.5,4,Umran Malik , Krunal Pandya,"SHORT BALL DISPATCHED! short of good length ball, pitching outside off stump, Krunal Pandya pulls it hard and finds the gap towards deep mid-wicket. He is having an amazing match, first with the ball and now with the bat!",Lucknow Super Giants Won by 5 Wickets
2339,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,10.5,3 WD,Umran Malik , Krunal Pandya,"Good length ball, pitching outside leg stump, Krunal Pandya leg glances it, 3 wide(s) gets added to the extras",Lucknow Super Giants Won by 5 Wickets
2340,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,10.4,0,Umran Malik , Krunal Pandya,"Full length ball, pitching on off stump, Krunal Pandya plays an aggressive off drive on the front foot, straight to the fielder",Lucknow Super Giants Won by 5 Wickets
2341,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,10.3,0,Umran Malik , Krunal Pandya,"Good length ball, pitching outside off stump, Krunal Pandya uncomfortably plays a defensive back foot push, no run",Lucknow Super Giants Won by 5 Wickets
2342,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,10.2,1,Umran Malik , K L Rahul,"Short of good length ball, pitching outside off stump, K L Rahul plays an aggressive off drive on the back foot for a single",Lucknow Super Giants Won by 5 Wickets
2343,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,10.1,0,Umran Malik , K L Rahul,"LAST ROLL OF THE DICE FROM SRH! SPEED-GUN UMRAN MALIK INTRODUCED! good length ball, pitching on off stump, K L Rahul plays a defensive shot on back foot, no run",Lucknow Super Giants Won by 5 Wickets
2344,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,9.6,2,T Natarajan , Krunal Pandya,"Full length ball, pitching on leg stump, Krunal Pandya plays an aggressive front foot flick for 2 runs",Lucknow Super Giants Won by 5 Wickets
2345,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,9.5,2,T Natarajan , Krunal Pandya,"Good length ball, pitching outside off stump, Krunal Pandya plays an aggressive cover drive on the front foot for 2 runs",Lucknow Super Giants Won by 5 Wickets
2346,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,9.4,0,T Natarajan , Krunal Pandya,"Good length ball, pitching outside off stump, Krunal Pandya plays a defensive forward push, no run",Lucknow Super Giants Won by 5 Wickets
2347,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,9.4,1 WD,T Natarajan , Krunal Pandya,"Good length ball, pitching on leg stump, Krunal Pandya steps down and flicks the ball , 1 wide(s) gets added to the extras",Lucknow Super Giants Won by 5 Wickets
2348,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,9.3,4,T Natarajan , Krunal Pandya,"MISFIELD CONCEDES FOUR! good length ball, pitching outside off stump, Krunal Pandya drives it on the up towards deep covers where a misfield from Umran Malik concedes four. Can't afford that with only 121 runs on the board!",Lucknow Super Giants Won by 5 Wickets
2349,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,9.2,0,T Natarajan , Krunal Pandya,"Good length ball, pitching outside off stump, Krunal Pandya drives it straight aggressively using the front foot, straight to the fielder",Lucknow Super Giants Won by 5 Wickets
2350,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,9.1,1 B,T Natarajan , K L Rahul,"T NATARAJAN INTO THE ATTACK! good length ball, pitching outside off stump, K L Rahul plays an aggressive cut shot, 1 bye(s) gets added to the extras and is beaten",Lucknow Super Giants Won by 5 Wickets
2351,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,8.6,6,Adil Rashid , Krunal Pandya,"PANDYA TAKES THE AERIAL ROUTE!  good length ball, pitching on off stump, Krunal Pandya uses his feet to come down the track and lofts it straight over the bowler's head for a maximum! That came right off the middle of the bat!",Lucknow Super Giants Won by 5 Wickets
2352,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,8.5,0,Adil Rashid , Krunal Pandya,"Good length ball, pitching outside off stump, Krunal Pandya uncomfortably plays a defensive back foot push, no run",Lucknow Super Giants Won by 5 Wickets
2353,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,8.4,0,Adil Rashid , Krunal Pandya,"Good length ball, pitching on leg stump, Krunal Pandya plays a forward defensive shot, no run",Lucknow Super Giants Won by 5 Wickets
2354,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,8.3,1,Adil Rashid , K L Rahul,"Good length ball, pitching on middle stump, K L Rahul plays a forward defensive shot for a single",Lucknow Super Giants Won by 5 Wickets
2355,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,8.2,1,Adil Rashid , Krunal Pandya,"Good length ball, pitching outside off stump, Krunal Pandya plays a defensive forward push for a single",Lucknow Super Giants Won by 5 Wickets
2356,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,8.1,1,Adil Rashid , K L Rahul,"Full length ball, pitching on middle stump, K L Rahul plays a defensive forward push for a single",Lucknow Super Giants Won by 5 Wickets
2357,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,7.6,0,Aiden Markram , Krunal Pandya,"Good length ball, pitching on leg stump, Krunal Pandya plays a forward defensive shot, no run",Lucknow Super Giants Won by 5 Wickets
2358,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,7.5,2,Aiden Markram , Krunal Pandya,"Good length ball, pitching on off stump, Krunal Pandya steps down and plays an aggressive lofted cover drive for 2 runs",Lucknow Super Giants Won by 5 Wickets
2359,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,7.4,1,Aiden Markram , K L Rahul,"Good length ball, pitching on off stump, K L Rahul uncomfortably plays a forward defensive shot for a single",Lucknow Super Giants Won by 5 Wickets
2360,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,7.3,1,Aiden Markram , Krunal Pandya,"Good length ball, pitching outside off stump, Krunal Pandya plays an aggressive cut shot for a single",Lucknow Super Giants Won by 5 Wickets
2361,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,7.2,4,Aiden Markram , Krunal Pandya,"PANDYA GOES INSIDE OUT! good length ball, pitching on off stump, Krunal Pandya dances down the track and drives it powerfully through covers for a boundary! ",Lucknow Super Giants Won by 5 Wickets
2362,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,7.1,0,Aiden Markram , Krunal Pandya,"Good length ball, pitching on off stump, Krunal Pandya uncomfortably plays a defensive shot on back foot, no run",Lucknow Super Giants Won by 5 Wickets
2363,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,6.6,2,Adil Rashid , K L Rahul,"Full length ball, pitching outside off stump, K L Rahul uncomfortably plays a defensive forward push for 2 runs",Lucknow Super Giants Won by 5 Wickets
2364,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,6.5,0,Adil Rashid , K L Rahul,"Good length ball, pitching outside off stump, K L Rahul offers no shot",Lucknow Super Giants Won by 5 Wickets
2365,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,6.4,1,Adil Rashid , Krunal Pandya,"Good length ball, pitching outside off stump, Krunal Pandya plays a forward defensive shot for a single",Lucknow Super Giants Won by 5 Wickets
2366,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,6.3,1,Adil Rashid , K L Rahul,"Good length ball, pitching on middle stump, K L Rahul plays an aggressive off drive on the back foot for a single",Lucknow Super Giants Won by 5 Wickets
2367,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,6.2,4,Adil Rashid , K L Rahul,"FIFTY UP FOR LSG! good length ball, pitching on off stump, K L Rahul plays goes on the backfoot and drives it past covers for a boundary! Timing is the key to KL Rahul's batting! Such a treat to watch him bat like this!",Lucknow Super Giants Won by 5 Wickets
2368,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,6.1,2,Adil Rashid , K L Rahul,"LEGGIE INTRODUCED INTO THE ATTACK! good length ball, pitching outside off stump, K L Rahul plays a defensive forward push for 2 runs",Lucknow Super Giants Won by 5 Wickets
2369,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,5.6,W,Bhuvneshwar Kumar , Deepak Hooda,"BHUVI STRIKES! good length ball, pitching outside off stump, Deepak Hooda comes down the track to flick it across a leg cutter but gets a leading edge which lobs towards the bowler. Bhuvi takes a good catch diving forward. WICKET Deepak Hooda c&b Bhuvneshwar Kumar (Lucknow Super Giants 45 Runs for 2 wickets)",Lucknow Super Giants Won by 5 Wickets
2370,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,5.5,0,Bhuvneshwar Kumar , Deepak Hooda,"Good length ball, pitching on off stump, Deepak Hooda steps down and plays a defensive shot, no run",Lucknow Super Giants Won by 5 Wickets
2371,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,5.4,0,Bhuvneshwar Kumar , Deepak Hooda,"Good length ball, pitching outside off stump, Deepak Hooda plays an aggressive cover drive on the front foot and is beaten",Lucknow Super Giants Won by 5 Wickets
2372,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,5.3,0,Bhuvneshwar Kumar , Deepak Hooda,"Good length ball, pitching on off stump, Deepak Hooda plays a forward defensive shot, no run",Lucknow Super Giants Won by 5 Wickets
2373,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,5.2,0,Bhuvneshwar Kumar , Deepak Hooda,"Good length ball, pitching outside off stump, Deepak Hooda plays a defensive forward push, no run",Lucknow Super Giants Won by 5 Wickets
2374,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,5.1,6,Bhuvneshwar Kumar , Deepak Hooda,"SHIMMY DOWN THE TRACK FROM HOODA! good length ball, pitching outside off stump, Deepak Hooda dances down the track and lofts it over the bowler's head for half a dozen! Such a clean striker of the cricket ball, Deepak Hooda!",Lucknow Super Giants Won by 5 Wickets
2375,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,4.6,1 B,Fazalhaq Farooqi , Deepak Hooda,"Short of good length ball, pitching outside off stump, Deepak Hooda plays a defensive back foot push, 1 bye(s) gets added to the extras and is beaten",Lucknow Super Giants Won by 5 Wickets
2376,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,4.5,1,Fazalhaq Farooqi , K L Rahul,"Short of good length ball, pitching outside off stump, K L Rahul uncomfortably plays an aggressive cut shot for a single",Lucknow Super Giants Won by 5 Wickets
2377,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,4.4,1,Fazalhaq Farooqi , Deepak Hooda,"Good length ball, pitching outside off stump, Deepak Hooda plays an aggressive cover drive on the front foot for a single",Lucknow Super Giants Won by 5 Wickets
2378,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,4.4,1 WD,Fazalhaq Farooqi , Deepak Hooda,"Good length ball, pitching outside leg stump, Deepak Hooda leg glances it, 1 wide(s) gets added to the extras",Lucknow Super Giants Won by 5 Wickets
2379,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,4.3,W,Fazalhaq Farooqi , Kyle Mayers,"DANGER-MAN MAYERS BACK ON HIS WAY! short of good length ball, pitching outside off stump, Kyle Mayers pulls it off the frontfoot towards the only fielder in the deep. Mayank Agarwal at deep mid-wicket takes a good catch! WICKET Kyle Mayers c Mayank Agarwal b Fazalhaq Farooqi (Lucknow Super Giants 35 Runs for 1 wicket)
  WILL THIS SHIFT THE MOMENTUM IN SRH'S FAVOUR?",Lucknow Super Giants Won by 5 Wickets
2380,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,4.2,0,Fazalhaq Farooqi , Kyle Mayers,"Short of good length ball, pitching outside off stump, Kyle Mayers plays an aggressive pull shot on the back foot and is beaten",Lucknow Super Giants Won by 5 Wickets
2381,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,4.1,0,Fazalhaq Farooqi , Kyle Mayers,"Short of good length ball, pitching outside off stump, Kyle Mayers uncomfortably plays an aggressive pull shot on the back foot, no run",Lucknow Super Giants Won by 5 Wickets
2382,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,3.6,1,Aiden Markram , Kyle Mayers,"Full length ball, pitching on off stump, Kyle Mayers plays an aggressive off drive on the front foot for a single",Lucknow Super Giants Won by 5 Wickets
2383,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,3.5,0,Aiden Markram , Kyle Mayers,"Short of good length ball, pitching outside off stump, Kyle Mayers plays an aggressive cut shot, straight to the fielder",Lucknow Super Giants Won by 5 Wickets
2384,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,3.4,1,Aiden Markram , K L Rahul,"Full length ball, pitching outside off stump, K L Rahul uncomfortably plays an aggressive off drive on the front foot for a single",Lucknow Super Giants Won by 5 Wickets
2385,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,3.3,4,Aiden Markram , K L Rahul,"SWEPT AWAY! good length ball, pitching on off stump, K L Rahul gets down on one knee and sweeps it above the fielder at backward square leg to collect four runs! LSG is in some rush tonight!",Lucknow Super Giants Won by 5 Wickets
2386,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,3.2,0,Aiden Markram , K L Rahul,"Good length ball, pitching outside off stump, K L Rahul steps down and plays an aggressive on drive, straight to the fielder",Lucknow Super Giants Won by 5 Wickets
2387,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,3.1,0,Aiden Markram , K L Rahul,"SKIPPER BRINGS HIMSELF ON! good length ball, pitching on off stump, K L Rahul plays a defensive back foot push, no run",Lucknow Super Giants Won by 5 Wickets
2388,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,2.6,0,Fazalhaq Farooqi , Kyle Mayers,"Good length ball, pitching outside off stump, Kyle Mayers plays a forward defensive shot and is beaten",Lucknow Super Giants Won by 5 Wickets
2389,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,2.5,4,Fazalhaq Farooqi , Kyle Mayers,"DELICATE FROM MAYERS! good length ball, pitching outside off stump, was an off-cutter, Kyle Mayers opens the bat face at the last moment and hits it wide of the fielder at short third. Runs away to the third man fence! KYLE MAYERS COMPLETES 2000 RUNS IN ALL T20S!",Lucknow Super Giants Won by 5 Wickets
2390,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,2.4,1,Fazalhaq Farooqi , K L Rahul,"Good length ball, pitching outside off stump, K L Rahul uncomfortably plays an aggressive cut shot for a single",Lucknow Super Giants Won by 5 Wickets
2391,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,2.3,0,Fazalhaq Farooqi , K L Rahul,"Good length ball, pitching on leg stump, K L Rahul plays a defensive shot on back foot, no run",Lucknow Super Giants Won by 5 Wickets
2392,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,2.2,0,Fazalhaq Farooqi , K L Rahul,"Good length ball, pitching on leg stump, K L Rahul plays a defensive shot on back foot, no run",Lucknow Super Giants Won by 5 Wickets
2393,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,2.1,0,Fazalhaq Farooqi , K L Rahul,"IMPACT PLAYER INTRODUCED INTO THE ATTACK! good length ball, pitching outside leg stump, K L Rahul plays a defensive back foot push, no run",Lucknow Super Giants Won by 5 Wickets
2394,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,1.6,0,Washington Sundar , Kyle Mayers,"Good length ball, pitching outside off stump, Kyle Mayers uncomfortably plays a defensive back foot push, no run",Lucknow Super Giants Won by 5 Wickets
2395,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,1.5,4,Washington Sundar , Kyle Mayers,"FIRST FOUR FOR MAYERS! full length ball, pitching on off stump, too full from Sundar, Kyle Mayers drives the half volley through covers for a boundary! He is in some serious form since the first game!",Lucknow Super Giants Won by 5 Wickets
2396,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,1.4,1,Washington Sundar , K L Rahul,"Full length ball, pitching outside off stump, K L Rahul drives it straight aggressively using the front foot for a single",Lucknow Super Giants Won by 5 Wickets
2397,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,1.3,1,Washington Sundar , Kyle Mayers,"Short of good length ball, pitching outside off stump, Kyle Mayers plays an aggressive off drive on the back foot for a single",Lucknow Super Giants Won by 5 Wickets
2398,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,1.2,1,Washington Sundar , K L Rahul,"Full length ball, pitching on leg stump, K L Rahul plays a defensive forward push for a single",Lucknow Super Giants Won by 5 Wickets
2399,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,1.1,4,Washington Sundar , K L Rahul,"SPIN INTRODUCED AS EXPECTED! full length ball, pitching outside off stump, K L Rahul drives the over-pitched delivery between covers and mid-off. Races away to the boundary line. Not the best start for the Off-spinner!",Lucknow Super Giants Won by 5 Wickets
2400,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,0.6,2,Bhuvneshwar Kumar , Kyle Mayers,"Good length ball, pitching on leg stump, Kyle Mayers plays an aggressive lofted on drive on the front foot for 2 runs. Falls in No Man's land!",Lucknow Super Giants Won by 5 Wickets
2401,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,0.5,0,Bhuvneshwar Kumar , Kyle Mayers,"Good length ball, pitching outside off stump, Kyle Mayers plays a defensive back foot push and is beaten",Lucknow Super Giants Won by 5 Wickets
2402,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,0.4,1,Bhuvneshwar Kumar , K L Rahul,"Short of good length ball, pitching outside off stump, K L Rahul uncomfortably plays a defensive back foot push for a single",Lucknow Super Giants Won by 5 Wickets
2403,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,0.4,5 WD,Bhuvneshwar Kumar , K L Rahul,"NOT A GOOD START FOR SRH! good length ball, pitching outside leg stump, K L Rahul gets beaten on the leg glance, the Keeper misses it too. That is poor stuff when you're defending only 122!",Lucknow Super Giants Won by 5 Wickets
2404,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,0.3,4,Bhuvneshwar Kumar , K L Rahul,"CREAMED THROUGH COVERS! good length ball, pitching outside off stump, K L Rahul leans into the drive and finds the gap through covers. Such a sweet timer of the cricket ball, KL Rahul!",Lucknow Super Giants Won by 5 Wickets
2405,MATCH 10,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",07 APR 2023,7:30 PM IST,LSG,SRH,2,LSG Innings,0.2,1,Bhuvneshwar Kumar , Kyle Mayers,"Good length ball, pitching on leg stump, Kyle Mayers plays a defensive shot on back foot for a single",Lucknow Super Giants Won by 5 Wickets
